Feature ID,Chemical Name,Tracer DTXSID,Ionization Mode,Mass Error (PPM),Retention Time Difference,Total Detection Count,Total Detection Percentage,Max CV Across Samples,Mass,Retention Time,INPUT,DTXCID_INDIVIDUAL_COMPONENT,MONOISOTOPIC_MASS_INDIVIDUAL_COMPONENT,SMILES_INDIVIDUAL_COMPONENT,DTXSID,PREFERRED_NAME,CASRN,INCHIKEY,IUPAC_NAME,MOLECULAR_FORMULA,MONOISOTOPIC_MASS,EXPOCAST_MEDIAN_EXPOSURE_PREDICTION_MG/KG-BW/DAY,EXPOCAST,NHANES,DATA_SOURCES,TOXCAST_PERCENT_ACTIVE,TOXCAST_NUMBER_OF_ASSAYS/TOTAL,MASS_DIFFERENCE,FOUND_BY,SSM chemical,Sources,Patents,Articles,PubMed Record Count,AMOS methods count,AMOS fact sheets count,AMOS spectra count,Presence in water lists count,Acute Mammalian Toxicity Oral_score,Acute Mammalian Toxicity Oral_authority,Acute Mammalian Toxicity Inhalation_score,Acute Mammalian Toxicity Inhalation_authority,Acute Mammalian Toxicity Dermal_score,Acute Mammalian Toxicity Dermal_authority,Carcinogenicity_score,Carcinogenicity_authority,Genotoxicity Mutagenicity_score,Genotoxicity Mutagenicity_authority,Endocrine Disruption_score,Endocrine Disruption_authority,Reproductive_score,Reproductive_authority,Developmental_score,Developmental_authority,Neurotoxicity Repeat Exposure_score,Neurotoxicity Repeat Exposure_authority,Neurotoxicity Single Exposure_score,Neurotoxicity Single Exposure_authority,Systemic Toxicity Repeat Exposure_score,Systemic Toxicity Repeat Exposure_authority,Systemic Toxicity Single Exposure_score,Systemic Toxicity Single Exposure_authority,Skin Sensitization_score,Skin Sensitization_authority,Skin Irritation_score,Skin Irritation_authority,Eye Irritation_score,Eye Irritation_authority,Acute Aquatic Toxicity_score,Acute Aquatic Toxicity_authority,Chronic Aquatic Toxicity_score,Chronic Aquatic Toxicity_authority,Persistence_score,Persistence_authority,Bioaccumulation_score,Bioaccumulation_authority,Exposure_score,Exposure_authority,Average Hazard Score,Average Quality Score,Quality-Adjusted Hazard Score,Number of end points with data available,Completeness Score,Transparency
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID90917138,"1,3-Dimethyl-3,9-dihydro-1H-purine-2,6-dione--2-(methylamino)ethan-1-ol (1/1)",93918-99-1,JTFDFDAADGJSMU-UHFFFAOYSA-N,"1,3-Dimethyl-3,9-dihydro-1H-purine-2,6-dione--2-(methylamino)ethan-1-ol (1/1)",C10H17N5O3,255.133139427,,,,4,,,0.000505686,Monoisotopic Mass,False,4.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.01
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID80227990,"Barium, (3,7-dihydro-1,3-dimethyl-1H-purine-2,6-dione-N7,O6)(2-hydroxybenzoato(2-)-O1,O2)-, (T-4)-",77254-84-3,RBCVPEZJMMNNEZ-UHFFFAOYSA-L,"Barium 2-oxidobenzoate--1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione (1/1/1)",C14H12BaN4O5,453.986017,,,,3,,,0.000505686,Monoisotopic Mass,False,2.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.01
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID90195358,"Theophylline, compd. with nicotinamide",42581-41-9,OGHIFUQPJCOBFN-UHFFFAOYSA-N,"Pyridine-3-carboxamide--1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione (1/1)",C13H14N6O3,302.112738335,,,,3,,,0.000505686,Monoisotopic Mass,False,2.0,1.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.01
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID60905845,"Sodium aminoacetate--1,3-dimethyl-3,9-dihydro-1H-purine-2,6-dione (1/1/1)",10092-68-9,AIJQWRAOMFRHTQ-UHFFFAOYSA-M,"Sodium aminoacetate--1,3-dimethyl-3,9-dihydro-1H-purine-2,6-dione (1/1/1)",C9H12N5NaO4,277.07869817,,,,7,,,0.000505686,Monoisotopic Mass,False,10.0,240.0,19939.0,19934.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.01
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID70998501,"Magnesium 2-[hydroxy(oxido)methyl]phenolate--1,3-dimethyl-3,9-dihydro-1H-purine-2,6-dione (1/1/1)",77254-85-4,QMROWKNOXHUYOJ-UHFFFAOYNA-M,"Magnesium 2-[hydroxy(oxido)methyl]phenolate--1,3-dimethyl-3,9-dihydro-1H-purine-2,6-dione (1/1/1)",C14H14MgN4O5,342.08146127,,,,4,,,0.000505686,Monoisotopic Mass,False,2.0,0.0,1.0,1.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.01
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID90202157,Nicophyllin,53890-71-4,UPPYYQSTMLYYNF-UHFFFAOYSA-N,,C15H21N7O4,363.165502184,,,,8,,,0.000505686,Monoisotopic Mass,False,2.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.01
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID40227754,Aminophylline hydrate,76970-41-7,FCDVEQMNVIBKAU-UHFFFAOYSA-N,"1,3-Dimethyl-3,7-dihydro-1H-purine-2,6-dione--ethane-1,2-diamine--water (2/1/1)",C16H26N10O5,438.208763977,,,,5,,,0.000505686,Monoisotopic Mass,False,6.0,56.0,8.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.01
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID30971390,"1,3-Dimethyl-3,9-dihydro-1H-purine-2,6-dione--1-aminopropan-2-ol (1/1)",5600-19-1,QFJDTNNSYMKICD-UHFFFAOYNA-N,"1,3-Dimethyl-3,9-dihydro-1H-purine-2,6-dione--1-aminopropan-2-ol (1/1)",C10H17N5O3,255.133139427,,,,6,,,0.000505686,Monoisotopic Mass,False,6.0,32.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.01
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID50975072,"1,3-Dimethyl-3,9-dihydro-1H-purine-2,6-dione--2-aminoethan-1-ol (1/2)",5967-82-8,WVVNRCBCHVYSDW-UHFFFAOYSA-N,"1,3-Dimethyl-3,9-dihydro-1H-purine-2,6-dione--2-aminoethan-1-ol (1/2)",C11H22N6O4,302.170253212,,,,3,,,0.000505686,Monoisotopic Mass,False,2.0,2.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.01
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID90954028,"1,3-Dimethyl-3,9-dihydro-1H-purine-2,6-dione--2,2'-azanediyldi(ethan-1-ol) (1/1)",32156-80-2,XYBFIZMXHHNHKG-UHFFFAOYSA-N,"1,3-Dimethyl-3,9-dihydro-1H-purine-2,6-dione--2,2'-azanediyldi(ethan-1-ol) (1/1)",C11H19N5O4,285.143704112,,,,5,,,0.000505686,Monoisotopic Mass,False,4.0,38.0,5.0,5.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.01
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID60970538,"Ruthenium(3+) chloride--1,3-dimethyl-3,9-dihydro-1H-purine-2,6-dione--ammonia (1/3/1/5)",55208-38-3,GFOIVNUPXNLGRX-UHFFFAOYSA-K,"Ruthenium(3+) chloride--1,3-dimethyl-3,9-dihydro-1H-purine-2,6-dione--ammonia (1/3/1/5)",C7H23Cl3N9O2Ru,472.008373,,,,3,,,0.000505686,Monoisotopic Mass,False,1.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0,0.0,0.01
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID00829339,"But-2-enedioic acid--1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione (1/1)",88262-96-8,LLCJBPLWARLCPF-UHFFFAOYSA-N,"But-2-enedioic acid--1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione (1/1)",C11H12N4O6,296.075684122,2.31e-07,,,2,,,0.000505686,Monoisotopic Mass,False,1.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,2.0,1,0.05,0.059500000000000004
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID50301372,"pyridine-3-carboxylic acid- 1,3-dimethyl-3,7-dihydro-1h-purine-2,6-dione(1:1)",32059-19-1,FWZBHOANBPBKHU-UHFFFAOYSA-N,"Pyridine-3-carboxylic acid--1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione (1/1)",C13H13N5O4,303.096753919,2.1e-07,,,3,,,0.000505686,Monoisotopic Mass,False,5.0,5.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,2.0,1,0.05,0.059500000000000004
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID40208361,Theophylline monohydrate,5967-84-0,INQSMEFCAIHTJG-UHFFFAOYSA-N,"1,3-Dimethyl-3,7-dihydro-1H-purine-2,6-dione--water (1/1)",C7H10N4O3,198.075290198,7.650000000000001e-07,,,17,,,0.000505686,Monoisotopic Mass,False,13.0,630.0,19990.0,19946.0,2.0,1.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,2.0,1,0.05,0.059500000000000004
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID80241030,"5-Oxo-L-proline, compound with 3,7-dihydro-1,3-dimethyl-1H-purine-2,6-dione (1:1)",94201-92-0,KRQKQCIGPPVIOK-HVDRVSQOSA-N,"5-Oxo-L-proline--1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione (1/1)",C12H15N5O5,309.107318603,3.06e-07,,,5,,,0.000505686,Monoisotopic Mass,False,4.0,0.0,0.0,0.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.0,2.0,1,0.05,0.059500000000000004
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID40205916,Theophylline olamine [USP],573-41-1,DAAFJZUNCOXSKD-UHFFFAOYSA-N,"1,3-Dimethyl-3,7-dihydro-1H-purine-2,6-dione--2-aminoethan-1-ol (1/1)",C9H15N5O3,241.117489363,2.88e-07,,,17,,,0.000505686,Monoisotopic Mass,False,9.0,143.0,1.0,1.0,,1.0,1.0,0.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.5,1.0,2.5,2,0.1,0.109
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID60204880,Ambuphylline,5634-34-4,SEIRRUDMPNNSCY-UHFFFAOYSA-N,"1,3-Dimethyl-3,7-dihydro-1H-purine-2,6-dione--2-amino-2-methylpropan-1-ol (1/1)",C11H19N5O3,269.148789492,3.02e-07,,,18,,,0.000505686,Monoisotopic Mass,False,18.0,434.0,10.0,7.0,,,1.0,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,1.0,2.0,1.5,3.0,2,0.1,0.109
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID20894867,Choline salt with theophylline (1:1),4499-40-5,RLANKEDHRWMNRO-UHFFFAOYSA-M,"2-Hydroxy-N,N,N-trimethylethan-1-aminium 1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydropurin-7-ide",C12H21N5O3,283.164439556,,,,23,,,0.000505686,Monoisotopic Mass,False,13.0,9538.0,262.0,74.0,,1.0,,0.0,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,1.0,2.0,,,1.6666666666666667,2.0,3.333333333333333,3,0.15,0.1585
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID90890578,Theophylline sodium,3485-82-3,QVGLHVDBDYLFON-UHFFFAOYSA-M,"Sodium 1,3-dimethyl-2,6-dioxo-1,2,3,6-tetrahydropurin-7-ide",C7H7N4NaO2,202.04666976,,,,18,,,0.000505686,Monoisotopic Mass,False,6.0,309.0,0.0,0.0,,,,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,1,0.05,0.059500000000000004
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID401004075,"Lysine--1,3-dimethyl-3,9-dihydro-1H-purine-2,6-dione (1/1)",83920-54-1,UBLVUWUKNHKCJJ-ZSCHJXSPSA-N,"L-Lysine--1,3-dimethyl-3,9-dihydro-1H-purine-2,6-dione (1/1)",C13H22N6O4,326.170253212,,,,7,,,0.000505686,Monoisotopic Mass,False,6.0,1845.0,3.0,3.0,,,,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,1,0.05,0.059500000000000004
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID90233284,Arginine theophyllinate,84331-66-8,GZKSGVLHWLGYRF-VWMHFEHESA-N,"N~5~-(Diaminomethylidene)-L-ornithine--1,3-dimethyl-3,7-dihydro-1H-purine-2,6-dione (1/1)",C13H22N8O4,354.17640122,,,,4,,,0.000505686,Monoisotopic Mass,False,2.0,3.0,0.0,0.0,,,,0.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,4.0,1,0.05,0.059500000000000004
793,theophylline,DTXSID5021336,ESI+,2.9500507318,0.0548624999999999,14,24.56,0.1405,180.0652312,3.3548625,180.0652312,DTXCID001336,180.064725514,CN1C2=C(NC=N2)C(=O)N(C)C1=O,DTXSID5021336,Theophylline,58-55-9,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,"1,3-Dimethyl-3,7-dihydro-1H-purine-2,6-dione",C7H8N4O2,180.064725514,4.98e-06,,,201,2.04,18/884,0.000505686,Monoisotopic Mass,True,73.0,86355.0,42940.0,22492.0,11.0,12.0,610.0,9.0,3.0,2.0,1.0,2.0,1.0,2.0,,,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,,,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,,,1.0,2.0,3.0,1.0,2.176470588235294,1.9411764705882355,4.224913494809688,17,0.85,0.8515
